total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel,scenario_name,num_windows,simulation_duration,throughput_mean,throughput_std,throughput_cv,delay_trend,delay_max,max_queue_N_max,max_queue_N_trend,max_queue_E_max,max_queue_E_trend,max_queue_S_max,max_queue_S_trend,max_queue_W_max,max_queue_W_trend,total_queue_max,total_queue_mean,queue_growth_rate,failure_detected,failure_reasons,performance_class,throughput_rank,delay_rank,combined_score,overall_rank
1186.0,1163.0,17.480229885057465,49.0,4.0,8.0,5.0,6.0,1163.0,84.02407566638006,203408.18399732848,65741.28328528618,d55_l1_dm0.50,13,3600.0,1073.5384615384614,314.3209078888878,0.2927896103866109,-1.0176941885839779,34.98709677419355,4,-0.060439560439560405,8,-0.25274725274725285,5,-0.005494505494505437,6,-0.21978021978021975,20,8.23076923076923,-0.5384615384615385,False,['none'],poor,28.0,2.0,30.0,15.5
1594.0,1511.0,134.4357669122572,235.4000000000001,25.0,12.0,25.0,24.0,1511.0,194.16293845135672,531072.3295013186,171770.7612988759,d55_l1_dm0.75,13,3600.0,1394.7692307692307,420.25452980602745,0.30130757155737686,-0.43010458023429027,161.5179487179487,25,-0.5549450549450542,12,-0.4835164835164835,25,-0.010989010989010495,24,-0.7857142857142853,67,47.69230769230769,-1.8351648351648335,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure,9.5,9.0,18.5,3.0
1634.0,1540.0,158.45806037251123,259.0,26.0,22.0,23.0,24.0,1540.0,219.47064935064932,603029.0801657705,195062.11877217505,d55_l1_dm1.00,13,3600.0,1421.5384615384614,430.29446364528906,0.302696321828396,-2.8371010814655864,181.19854014598545,26,0.09340659340659391,22,-0.445054945054945,23,-1.0934065934065926,24,-0.15934065934065897,78,61.0,-1.6043956043956016,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure,1.0,13.0,14.0,1.0
1613.0,1511.0,179.10892388451444,248.80000000000015,26.0,24.0,25.0,26.0,1511.0,235.32945069490404,634487.048757205,205253.4333684729,d55_l1_dm1.25,13,3600.0,1394.7692307692307,424.52908822077455,0.30437227811990236,-3.032950777726756,199.14375,26,-0.7692307692307679,24,-0.5164835164835156,25,-0.5824175824175821,26,-0.5824175824175813,91,71.07692307692308,-2.45054945054945,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure,9.5,25.0,34.5,22.5
1640.0,1538.0,175.58595360824745,255.79999999999995,26.0,26.0,24.0,25.0,1538.0,233.26293888166447,641951.7596885898,207665.93493138783,d55_l1_dm1.50,13,3600.0,1419.6923076923076,432.65039797035354,0.3047494133948091,-3.733226757140244,191.89147286821705,26,-0.39560439560439464,26,-1.7802197802197788,24,0.01648351648351647,25,-1.1758241758241752,86,65.6923076923077,-3.3351648351648318,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure,2.0,18.0,20.0,4.5
1186.0,1163.0,17.37839029768468,48.4,7.0,5.0,8.0,4.0,1163.0,85.63748925193465,206055.4364838017,66598.62491265654,d55_l2_dm0.50,13,3600.0,1073.5384615384614,312.8372925302115,0.2914076241682968,-0.6039407290377101,31.54408602150537,7,-0.12087912087912094,5,-0.04945054945054942,8,-0.005494505494505484,4,-0.03846153846153841,17,9.153846153846153,-0.21428571428571427,False,['none'],acceptable,28.0,1.0,29.0,12.0
1587.0,1492.0,130.9585135135135,216.0,24.0,11.0,24.0,26.0,1492.0,190.22158176943705,520309.9692529931,168287.42847147066,d55_l2_dm0.75,13,3600.0,1377.2307692307693,413.15710437968784,0.29999119509249006,-0.01955822531806577,148.70239999999998,24,-0.10439560439560404,11,-0.12087912087912084,24,-0.7747252747252752,26,-0.09890109890109795,72,52.15384615384615,-1.0989010989010977,True,"['excessive_queue', 'excessive_delay']",failure,14.0,7.0,21.0,6.0
1640.0,1532.0,171.1711700064641,229.80000000000007,24.0,24.0,25.0,25.0,1532.0,228.0958224543081,625370.3578650261,202297.10214251844,d55_l2_dm1.00,13,3600.0,1414.1538461538462,428.4170947809993,0.30294942516062834,-2.220313841662128,189.8969230769231,24,0.05494505494505494,24,0.08241758241758285,25,-0.8571428571428569,25,-0.6758241758241756,93,68.6923076923077,-1.3956043956043944,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure,3.0,14.0,17.0,2.0
1625.0,1521.0,174.32973324658423,250.8,25.0,25.0,26.0,24.0,1521.0,230.6051282051282,630619.815401277,203998.45810838495,d55_l2_dm1.25,13,3600.0,1404.0,426.34763713700545,0.30366640821724034,-2.9399749521263385,194.2377049180328,25,-1.0494505494505495,25,-0.4230769230769224,26,-0.5824175824175816,24,-0.7417582417582409,95,65.38461538461539,-2.796703296703298,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure,5.0,17.0,22.0,7.0
1618.0,1520.0,175.79256360078278,256.79999999999995,25.0,25.0,26.0,25.0,1520.0,232.23197368421052,632257.9144670697,204525.34900792208,d55_l2_dm1.50,13,3600.0,1403.076923076923,423.9888354006255,0.30218502523070895,-3.2818911799116277,192.54285714285717,25,-0.7747252747252745,25,4.307772110827171e-16,26,-1.2472527472527464,25,0.16483516483516483,96,67.3076923076923,-1.8571428571428554,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure,6.0,19.0,25.0,9.0
