total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel,scenario_name,num_windows,simulation_duration,throughput_mean,throughput_std,throughput_cv,delay_trend,delay_max,max_queue_N_max,max_queue_N_trend,max_queue_E_max,max_queue_E_trend,max_queue_S_max,max_queue_S_trend,max_queue_W_max,max_queue_W_trend,total_queue_max,total_queue_mean,queue_growth_rate,failure_detected,failure_reasons,performance_class
1628.0,1531.0,172.26054333764552,229.0,25.0,23.0,24.0,24.0,1531.0,226.8987589810581,613582.1861023695,198494.67938346163,baseline,13,3600.0,1413.2307692307693,419.67426083463897,0.2969608856330452,-1.7782594193204346,191.184375,25,-0.8021978021978021,23,-0.23076923076923092,24,-0.3076923076923068,24,-0.7142857142857139,85,61.92307692307692,-2.054945054945054,True,"['excessive_queue', 'excessive_delay']",failure
