total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel
1186,1164,18.82160427807487,52.400000000000006,6,4,12,3,1164.0,82.30807560137457,195918.88096985707,63326.60945946974
