window_id,start_time,end_time,arrivals,exits,throughput_vph,avg_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,avg_speed_ring,total_co2,total_fuel,total_waiting_time
0,0.0,300.0,178,70,840.0,98.18095238095239,188.60000000000002,25,24,26,7,2.9680229627491,23596.81079621446,7617.8233105205345,55702.8
1,300.0,600.0,124,126,1512.0,216.17377049180328,300.6,22,13,23,22,4.321871802182732,53367.8541906988,17273.619944874095,688957.6000000006
2,600.0,900.0,115,128,1536.0,196.208064516129,277.6,18,22,25,19,4.766966909751241,51806.23100640689,16767.6992490744,492235.40000000026
3,900.0,1200.0,134,120,1440.0,190.75384615384615,275.0,18,16,8,23,3.0870024659266155,50867.40201985133,16449.615127511406,406574.60000000027
4,1200.0,1500.0,119,121,1452.0,192.8910569105691,241.4000000000001,24,16,23,24,2.976229555471759,48037.664207792644,15544.583421139745,269328.3999999999
5,1500.0,1800.0,129,129,1548.0,190.1488,235.0,7,5,12,25,3.7770429939719787,53763.119307085835,17394.011156432734,217117.7999999998
6,1800.0,2100.0,126,122,1464.0,195.22975206611574,242.5999999999999,6,25,12,23,4.074307805220323,52050.84920643549,16835.126303586963,200697.4
7,2100.0,2400.0,116,128,1536.0,195.46771653543303,258.7999999999997,24,25,23,21,4.153340072788864,50526.2678611706,16353.276427543147,427722.19999999984
8,2400.0,2700.0,132,122,1464.0,192.23471074380163,235.39999999999964,25,15,6,24,4.219056080889055,51099.657242411406,16526.8878194111,241483.60000000003
9,2700.0,3000.0,119,127,1524.0,194.43015873015872,234.19999999999982,16,14,19,23,4.749660393750178,50640.3640162661,16386.306589612002,234435.79999999993
10,3000.0,3300.0,122,123,1476.0,189.40833333333333,282.5999999999999,16,22,23,23,4.033834665596781,47681.535179056984,15430.395672490506,655841.6
11,3300.0,3600.0,122,114,1368.0,209.73057851239668,297.5999999999999,23,16,25,5,3.5476475624812203,49831.20029109914,16118.767161901362,536417.0000000001
12,3600.0,3600.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
