window_id,start_time,end_time,arrivals,exits,throughput_vph,avg_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,avg_speed_ring,total_co2,total_fuel,total_waiting_time
0,0.0,300.0,163,93,1116.0,70.93831775700934,105.0,10,11,14,13,5.495699000058158,26424.187361759225,8532.656760773116,171137.4
1,300.0,600.0,130,128,1536.0,95.4265625,227.39999999999998,15,3,23,14,5.583423326433453,34628.559363246655,11203.508611165696,374344.0
2,600.0,900.0,137,123,1476.0,113.62166666666667,159.60000000000002,11,1,9,17,5.299444527862726,37243.696896010755,12049.382346511498,172431.20000000004
3,900.0,1200.0,125,129,1548.0,132.6829268292683,202.20000000000005,16,2,22,17,5.761578705402223,45275.24095246656,14635.126380141815,174365.4
4,1200.0,1500.0,131,126,1512.0,136.26880000000003,193.79999999999995,24,4,22,22,5.5782637649594236,41317.39646818431,13370.508259314138,253969.59999999998
5,1500.0,1800.0,125,126,1512.0,144.3168,221.0,21,5,9,19,5.4750463781482654,44340.406741268984,14341.959230661987,198577.79999999996
6,1800.0,2100.0,131,126,1512.0,147.76984126984127,210.39999999999986,19,8,24,12,5.553481321654083,45816.46660348123,14818.281990205773,137334.40000000002
7,2100.0,2400.0,124,131,1572.0,145.61587301587304,203.5999999999999,18,7,18,10,5.461397415669608,46616.26237626067,15079.949331951533,184095.99999999983
8,2400.0,2700.0,134,132,1584.0,144.3234375,202.0,23,7,13,11,5.343571447186051,46606.07131939157,15077.009096489284,130627.20000000003
9,2700.0,3000.0,124,127,1524.0,141.43968253968254,218.80000000000018,21,6,22,18,5.439090350361112,46364.94526528452,14994.009008666066,209464.19999999998
10,3000.0,3300.0,130,125,1500.0,141.62479338842974,216.19999999999982,20,2,17,24,5.632094723445531,44495.7323219511,14392.77975448772,127953.79999999999
11,3300.0,3600.0,133,126,1512.0,148.70239999999998,242.79999999999973,14,7,7,26,5.49953121834006,44994.907822009365,14555.730735245977,215066.59999999992
12,3600.0,3600.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
