total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel
1557,1453,184.45990469707283,261.5999999999999,25,23,24,25,1453.0,232.60096352374399,595500.353741286,192650.40913682705
