total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel
1587,1492,130.9585135135135,216.0,24,11,24,26,1492.0,190.22158176943702,520309.9692529931,168287.42847147066
