total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel
1186,1165,20.366596194503174,56.799999999999955,6,3,7,8,1165.0,79.45390557939915,187459.48022890775,60593.672222206456
