total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel,scenario_name,num_windows,simulation_duration,throughput_mean,throughput_std,throughput_cv,delay_trend,delay_max,max_queue_N_max,max_queue_N_trend,max_queue_E_max,max_queue_E_trend,max_queue_S_max,max_queue_S_trend,max_queue_W_max,max_queue_W_trend,total_queue_max,total_queue_mean,queue_growth_rate,failure_detected,failure_reasons,performance_class
1543.0,1436.0,191.3946206896552,257.4000000000001,26.0,23.0,26.0,25.0,1436.0,242.35125348189416,605295.0471283961,195826.40264628243,d35_l1_dm1.50,13,3600.0,1325.5384615384614,433.6536397748102,0.32715281552185077,-4.043671955622408,234.7243697478992,26,-0.19230769230769212,23,-0.49999999999999983,26,-0.5934065934065932,25,-0.3956043956043953,92,64.61538461538461,-1.6813186813186798,True,"['excessive_queue', 'excessive_delay', 'unstable_throughput']",failure
