window_id,start_time,end_time,arrivals,exits,throughput_vph,avg_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,avg_speed_ring,total_co2,total_fuel,total_waiting_time
0,0.0,300.0,180,62,744.0,98.71904761904761,189.0,26,11,26,16,2.549190203609308,21131.584306581488,6818.507598786065,32405.200000000004
1,300.0,600.0,118,129,1548.0,234.72436974789917,300.0,14,22,14,22,3.0350111204496684,58946.40500883943,19080.58095958372,621495.6000000001
2,600.0,900.0,124,132,1584.0,189.2732824427481,229.19999999999993,8,9,24,23,3.7902880961241276,52004.514348578654,16831.828731728558,203277.39999999985
3,900.0,1200.0,127,122,1464.0,190.9047619047619,233.0,6,22,14,11,2.996837657256761,51996.97392834451,16813.871862164928,155693.99999999997
4,1200.0,1500.0,121,126,1512.0,191.30243902439025,250.79999999999995,15,8,7,23,4.429570245302526,47612.964421074765,15408.343104922562,202214.5999999998
5,1500.0,1800.0,131,123,1476.0,188.08360655737707,263.0,25,11,18,13,4.553105571907223,49292.340686329095,15942.582740907,174726.3999999999
6,1800.0,2100.0,117,128,1536.0,203.6488188976378,265.8000000000002,6,23,25,22,3.5623925938832324,53160.41846959605,17206.361098534497,497583.60000000003
7,2100.0,2400.0,124,122,1464.0,186.61,237.79999999999973,22,5,24,25,4.3281748110027305,48878.69660145696,15809.531200139389,342814.00000000006
8,2400.0,2700.0,125,121,1452.0,201.0952380952381,281.60000000000036,23,16,22,7,3.527079774528925,50907.79438978609,16469.26078802484,652708.0000000003
9,2700.0,3000.0,121,126,1512.0,198.52032520325204,227.0,24,21,23,24,3.97871737820815,51356.320018981634,16616.756016499163,200356.80000000008
10,3000.0,3300.0,129,124,1488.0,183.4201550387597,229.39999999999964,19,21,9,23,3.097697809432546,49414.825371152816,15985.577284482288,229685.79999999993
11,3300.0,3600.0,126,121,1452.0,202.48833333333332,250.20000000000027,16,6,23,23,3.7986680330435627,51096.10180824534,16527.100986614838,309125.6
12,3600.0,3600.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
