total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel
1543,1436,191.39462068965517,257.4000000000001,26,23,26,25,1436.0,242.35125348189416,605295.0471283961,195826.40264628243
