total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel,scenario_name,num_windows,simulation_duration,throughput_mean,throughput_std,throughput_cv,delay_trend,delay_max,max_queue_N_max,max_queue_N_trend,max_queue_E_max,max_queue_E_trend,max_queue_S_max,max_queue_S_trend,max_queue_W_max,max_queue_W_trend,total_queue_max,total_queue_mean,queue_growth_rate,failure_detected,failure_reasons,performance_class
1186.0,1165.0,20.36659619450317,56.79999999999996,6.0,3.0,7.0,8.0,1165.0,79.45390557939915,187459.48022890772,60593.672222206456,d35_l2_dm0.50,13,3600.0,1075.3846153846155,312.97616976414787,0.29103649548883564,-1.632105963987535,44.1,6,-0.2307692307692307,3,-0.07692307692307687,7,-0.2417582417582418,8,-0.29120879120879106,24,10.846153846153847,-0.8406593406593404,False,['none'],poor
