total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel,scenario_name,num_windows,simulation_duration,throughput_mean,throughput_std,throughput_cv,delay_trend,delay_max,max_queue_N_max,max_queue_N_trend,max_queue_E_max,max_queue_E_trend,max_queue_S_max,max_queue_S_trend,max_queue_W_max,max_queue_W_trend,total_queue_max,total_queue_mean,queue_growth_rate,failure_detected,failure_reasons,performance_class
1613.0,1514.0,178.84747540983608,246.0,25.0,24.0,25.0,25.0,1514.0,232.2015852047556,619222.4124081926,200320.0052326761,d45_l1_dm1.25,13,3600.0,1397.5384615384614,417.78180086750393,0.298941182919284,-2.712594492610119,195.1696,25,-0.5934065934065933,24,-1.3021978021978013,25,-0.21978021978021967,25,-0.9230769230769222,81,64.38461538461539,-3.0384615384615365,True,"['excessive_queue', 'excessive_delay']",failure
