total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel
1551,1462,139.43695501730105,247.19999999999982,25,9,24,25,1462.0,193.3860465116279,511340.70876580774,165392.5626416179
