window_id,start_time,end_time,arrivals,exits,throughput_vph,avg_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,avg_speed_ring,total_co2,total_fuel,total_waiting_time
0,0.0,300.0,195,95,1140.0,101.27924528301887,164.59999999999997,24,10,26,22,5.832827306437307,29395.206647853975,9495.32189853806,157131.39999999997
1,300.0,600.0,129,125,1500.0,182.94848484848487,267.8,24,6,25,17,5.317414188907976,49914.03488240316,16151.683325502028,438627.60000000015
2,600.0,900.0,138,142,1704.0,172.40148148148148,249.79999999999995,14,21,9,5,5.660512735608557,56569.32074817991,18301.352220372275,235235.20000000004
3,900.0,1200.0,131,128,1536.0,177.67910447761193,243.5999999999999,11,24,24,5,5.635197545682845,52345.6833513751,16931.688536739082,317113.20000000007
4,1200.0,1500.0,127,127,1524.0,183.0834645669291,290.39999999999986,5,22,21,23,5.707532183804468,50594.004898103005,16368.476031078842,431451.0
5,1500.0,1800.0,123,125,1500.0,188.93949579831934,282.0,25,23,25,23,5.496076632552072,53709.5216889853,17373.24121148539,522898.79999999976
6,1800.0,2100.0,127,129,1548.0,184.40751879699246,256.79999999999995,19,5,23,13,5.163242544478335,54684.9876566466,17692.523083040036,483505.5999999999
7,2100.0,2400.0,135,127,1524.0,179.26153846153846,265.0,20,12,24,10,5.298997942970722,51416.98936682855,16631.337241755864,274320.4000000001
8,2400.0,2700.0,123,127,1524.0,192.54285714285714,257.0,24,13,23,22,5.473812496985902,55566.01846244821,17971.2091196364,334127.5999999999
9,2700.0,3000.0,127,124,1488.0,180.90806451612903,221.39999999999964,20,25,23,24,5.609999270529514,49981.986488918046,16170.480977802037,263203.0
10,3000.0,3300.0,140,134,1608.0,174.04242424242423,218.80000000000018,11,25,10,25,5.403216689961535,54386.66901855486,17597.471587342952,331084.4000000001
11,3300.0,3600.0,123,137,1644.0,179.92444444444448,246.19999999999982,15,20,10,25,5.384287768910801,53074.79413157652,17178.79081881004,182769.20000000004
12,3600.0,3600.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
