total_arrivals,total_exits,mean_delay,p95_delay,max_queue_N,max_queue_E,max_queue_S,max_queue_W,throughput_vph,avg_travel_time,total_co2,total_fuel,scenario_name,num_windows,simulation_duration,throughput_mean,throughput_std,throughput_cv,delay_trend,delay_max,max_queue_N_max,max_queue_N_trend,max_queue_E_max,max_queue_E_trend,max_queue_S_max,max_queue_S_trend,max_queue_W_max,max_queue_W_trend,total_queue_max,total_queue_mean,queue_growth_rate,failure_detected,failure_reasons,performance_class
1547.0,1465.0,131.93736263736264,225.80000000000015,24.0,8.0,24.0,25.0,1465.0,187.3275085324232,496309.6321052911,160530.46460289808,d45_l2_dm0.75,13,3600.0,1352.3076923076924,402.9841349454734,0.2979973694136037,1.0377706963315372,158.78688524590166,24,0.10439560439560515,8,0.049450549450549525,24,-1.0054945054945053,25,0.54945054945055,67,46.61538461538461,-0.3021978021978012,True,"['excessive_queue', 'excessive_delay']",failure
